༄༅ དཀོན་ མཆོག་ གསུམ་ ལ་ ཕྱག་ འཚལ་ ལོ །_། 81
རྐང་ པ་ རྣམས་ དང་ །_ དབང་ པོ་ རྣམས་ དང་ 173
རྐང་ པ་ གཉིས་ ལ་ སྤྱི་ བོས་ ཕྱག་ འཚལ་ ཏེ 71
རྐང་ པ་ གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ཏེ་ 58
རྐང་ པ་ བཞི་ དང་ །_ དབང་ པོ་ ལྔ་ དང་ 173
གཉིས་ དང་ །_ ནུ་ མ་ སྣུན་ པའི་ མ་ མ་ 52
གཉིས་ དང་ །_ དཔེ་ བྱད་ བཟང་ པོ་ བརྒྱད་ ཅུ་ 76
གཉིས་ པ་ དང་ །_ གསུམ་ པ་ དང་ །_ བཞི་ 71
གཉིས་ པ་ ལ་ སྤྱོད་ པ་ ཡང་ མ་ ཡིན་ པའི་ 56
གཉིས་ ལ་ སྤྱོད་ པ་ ཡང་ མ་ ཡིན །_ མྱི་ 41
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ཏེ །_ བཅོམ་ 61
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ཏེ་ མཐའ་ གཅིག་ 144
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ཏེ་ ཕྱོགས་ གཅིག་ 45
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ བྱས་ ཏེ་ ཕྱོགས་ གཅིག་ 98
གཉིས་ ཀྱི་ འདུ་ ཤེས་ སུ་ མྱི་ འགྱུར་ བ་ ལགས 48
གཉིས་ ཀྱི་ འདུ་ ཤེས་ སུ་ མྱི་ འགྱུར་ རོ །_། 41
གཉིས་ སུ་ མེད་ པ་ མཉམ་ པ་ ཉིད་ རྣམ་ པར་ 92
གཉིས་ སུ་ མེད་ དེ་ གཉིས་ སུ་ བྱར་ མེད་ སོ་ 109
གཉིས་ སུ་ མེད་ དེ་ གཉིས་ སུ་ བྱར་ མེད་ དོ 90
གཉིས་ སུ་ མེད་ དེ་ གཉིས་ སུ་ བྱར་ མྱེད་ སོ་ 153
གཉིས་ སུ་ མེད་ དེ་ གཉིས་ སུ་ བྱར་ མྱེད་ དོ 51
གཉིས་ སུ་ མེད་ ཅིང་ གཉིས་ སུ་ བྱར་ མེད་ དོ 40
གཉིས་ སུ་ མ་ མཆིས་ པའི་ ཚུལ་ དང་ །_ ཇི་ 113
གཉིས་ སུ་ མ་ མཆིས་ ཤིང་ ཉམ་ པ་ མ་ མཆིས་ 103
གཉིས་ སུ་ མ་ མཆིས་ ཏེ་ གཉིས་ སུ་ བགྱིར་ མ་ 233
གཉིས་ སུ་ བྱར་ མེད་ སོ་ སོ་ མ་ ཡིན་ ཐ་ 273
གཉིས་ སུ་ བྱར་ མེད་ དོ །_། མངོན་ པར་ མ་ 44
གཉིས་ སུ་ བྱར་ མྱེད་ སོ་ སོ་ མ་ ཡིན་ ཐ་ 5262
གཉིས་ སུ་ བྱར་ མྱེད་ པ་ གང་ ཡིན་ པ་ དང་ 93
གཉིས་ སུ་ བྱར་ མྱེད་ པར་ སློབ་ པ་ དང་ །_ 87
གཉིས་ སུ་ བྱར་ མྱེད་ དོ །_། ཚེ་ དང་ ལྡན་ 105
གཉིས་ སུ་ བྱར་ མྱེད་ དོ །_། མངོན་ པར་ མ་ 83
གཉིས་ སུ་ བྱར་ མྱེད་ དོ །_། ཐེག་ པ་ ཆེན་ 44
གཉིས་ སུ་ བགྱིར་ མ་ མཆིས་ སོ །_། དེ་ ཅིའི་ 261
གཉིས་ སུ་ མྱེད་ པའི་ གྲངས་ སུ་ བྱས་ པའོ །_། 204
གཉིས་ སུ་ མྱེད་ དེ་ གཉིས་ སུ་ བྱར་ མེད་ སོ་ 161
གཉིས་ སུ་ མྱེད་ དེ་ གཉིས་ སུ་ བྱར་ མྱེད་ སོ་ 5104
གཉིས་ སུ་ མྱེད་ དེ་ གཉིས་ སུ་ བྱར་ མྱེད་ དོ 415
གཉིས་ སུ་ མྱེད་ ཅིང་ གཉིས་ སུ་ བྱར་ མྱེད་ དོ 204
གཉིས་ སུ་ མྱི་ འགྱུར་ བ་ དེ་ ལྟར་ སྤྱོད་ དོ 125
གཉིས་ གང་ ཞེ་ ན །_ འདི་ ལྟ་ སྟེ །_ 93
གཉིས་ ནི་ གཉིས་ སུ་ མེད་ དེ་ གཉིས་ སུ་ བྱར་ 80
གཉིས་ ནི་ གཉིས་ སུ་ མྱེད་ དེ་ གཉིས་ སུ་ བྱར་ 51
གཉིས་ ཀྱིས་ ལེགས་ པར་ བརྒྱན་ པ །_ དཔེ་ བྱད་ 56
གཉིས་ མ་ ལགས་ མང་ བ་ མ་ ལགས་ ཐ་ དད་ 254
གཉིས་ ལས་ གཞན་ དུ་ ཡང་ མྱི་ སྤྱོད་ ན །_ 40
གཉིས་ ཟ་ བས་ གཅོད་ དམ །_ གཅོད་ དུ་ འཇུད་ 50
གཉིས་ ཀ་ མེད་ པར་ ཡང་ མི་ དམིགས་ སོ །_། 68
གཉིས་ ཀ་ མྱེད་ པར་ ཡང་ མྱི་ དམྱིགས་ སོ །_། 105
གཞོན་ ནུ་ འདི་ དག་ ནི་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 58
གཞོན་ ནུ་ མ་ ལེགས་ པར་ སྨྲས་ པ་ དང་ །_ 56
གཞོན་ ནུ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ ཆེན་ 52
གཞོན་ ནུར་ གྱུར་ པ་ དང་ །_ བྱང་ ཆུབ་ སེམས་ 49
གཞོན་ ནུར་ གྱུར་ པ་ ལ་ འདི་ སྐད་ ཅེས་ སྨྲས་ 174
གཞོན་ ནུར་ གྱུར་ པ་ ལ་ འདི་ སྐད་ ཅེས་ བཀའ་ 120
གཞོན་ ནུར་ གྱུར་ པ་ ལ་ བཀའ་ སྩལ་ པ །_ 109
གཞོན་ ནུར་ གྱུར་ པས་ འདི་ སྐད་ ཅེས་ གསོལ་ ཏོ 112
བས་ འདི་ སྐད་ ཅེས་ གསོལ་ ཏོ །_། བཅོམ་ ལྡན་ 74
བས་ ན །_ དེའི་ ཕྱིར་ རིང་ དུ་ སོང་ བ་ 68
བས་ ན་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ ཆེན་ 281
བས་ ན་ ལས་ གཅིག་ ཏུ་ ངེས་ པར་ གནག་ པ་ 43
བས་ ན་ ཕན་ ཡོན་ བཅུ་ ཡང་ དག་ པར་ གཟིགས་ 132
བས་ ན་ ངའི་ ཉན་ ཐོས་ རྣམས་ ཀྱིས་ འདུལ་ བ་ 111
བས་ ཡོངས་ སུ་ མྱི་ འཛིན །_ ཡོངས་ སུ་ མྱི་ 89
བས་ ཀྱང་ རིགས་ ཀྱི་ བུ་ འམ་ རིགས་ ཀྱི་ བུ་ 94
བས་ པར་ བགྱི་ བའི་ སླད་ དུ་ སློབ་ ན །_ 99
བས་ མ་ ཡིན་ ནོ །_། ཚེ་ དང་ ལྡན་ པ་ 141
བས་ མ་ ཡིན་ གྱི །_ རྣམ་ པ་ ཐམས་ ཅད་ 43
བས་ བྱང་ ཆུབ་ སེམས་ དཔའ་ གང་ དག་ བླ་ ན་ 88
བས་ བྱ་ བ་ མ་ ཡིན་ ནོ་ ཞེས་ རྣམ་ པར་ 94
བས་ གནང་ བར་ རིག་ ནས །_ བཅོམ་ ལྡན་ འདས་ 46
ཟབ་ མོ་ འདི་ བསྟན་ པའི་ ཚེ །_ ནེམ་ ནུར་ 55
ཟབ་ མོ་ འདི་ འདྲི་ བ་ དང་ །_ ལུང་ འབོག་ 89
ཟབ་ པའི་ ཕྱིར་ ཆོས་ འདི་ ཟབ་ བོ །_། ལྷའི་ 147
ཟབ་ པའི་ ཕྱིར །_ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ 181
ཟབ་ པ་ ཉིད་ གང་ ཡིན་ པ་ དེ་ ནི །_ 109
ཟབ་ པ་ མ་ ཡིན་ ཕྲ་ བ་ མ་ ཡིན་ ནོ 156
ཟབ་ པ་ མ་ ཡིན་ ཕྲ་ བ་ མ་ ཡིན །_ 85
ཟབ་ ཅེས་ བྱ་ བར་ མྱི་ སྤྱོད་ ན །_ ཤེས་ 101
འཁོར་ བ་ ལས་ སྒྲོལ་ ཞིང་ །_ གཞན་ ཡང་ སྒྲོལ་ 43
འཁོར་ བ་ དཔག་ ཏུ་ མེད་ པ་ ནས །_ དེའི་ 46
འཁོར་ དང་ །_ ཚངས་ ཆེན་ དང་ །_ སྣང་ བ་ 44
འཁོར་ ལ་ བརྟགས་ ན །_ དེས་ ཐོས་ པ་ ལས་ 65
འཁོར་ བའི་ འཁོར་ ལོ་ འདི་ ཉིད་ གཡོ་ ཞིང་ མི་ 43
འཁོར་ གྱི་ མི་ རྣམས་ དང་ །_ ཚོང་ དཔོན་ རྣམས་ 99
འཁོར་ གྱི་ ནང་ དུ་ སེང་ གེའི་ སྒྲ་ ཡང་ དག་ 47
འཁོར་ རྣམས་ དང་ །_། དེ་ དག་ ཀྱང་ ནི་ འདུས་ 41
འཁོར་ དེ་ དང་ །_ ལྷ་ དང་ །_ མི་ དང་ 52
འཁོར་ དེ་ ཉིད་ དུ་ འདུས་ པར་ གྱུར་ ཏེ་ འདུག་ 45
འཁོར་ གྱིས་ ཞུས་ པ །_ བཙུན་ པ་ བཅོམ་ ལྡན་ 75
འཁོར་ འདིར་ བསྡུ་ བར་ གསོལ །_ བཅོམ་ ལྡན་ འདས་ 87
འཁོར་ ལོ་ འདི་ ཉིད་ གཡོ་ ཞིང་ མི་ བརྟན་ པར་ 43
འཁོར་ ལོས་ སྒྱུར་ བའི་ རྒྱལ་ པོར་ ལུང་ སྟོན་ པར་ 59
ལས །_། རྡོ་ རྗེ་ སེམས་ དཔའ་ བདེ་ བའི་ མཆོག 44
ལས །_ དེའི་ འོག་ ཏུ་ དགེ་ སློང་ གློ་ བུར་ 102
ལས །_ དེའི་ འོག་ ཏུ་ དགེ་ སློང་ གཉུག་ མར་ 62
སྒྲོལ་ བ་ འདི་ ནི་ ལམ་ གྱི་ ཡན་ ལག་ དགེ་ 49
སྒྲོལ་ ཞིང་ །_ གཞན་ ཡང་ སྒྲོལ་ བ་ འདི་ ནི་ 43
ཐབས་ མཁས་ པས །_ བླ་ ན་ མྱེད་ པ་ ཡང་ 43
ཐབས་ ཅིག་ ཏུ་ བཞུགས་ ཏེ །_ དེ་ ནས་ བཅོམ་ 57
ཐབས་ བགོས་ ལྷུང་ བཟེད་ དང་ ཆོས་ གོས་ ཐོགས་ ཏེ་ 61
ཐབས་ མྱི་ མཁས་ པས་ བདག་ ཏུ་ བགྱི་ བ་ དང་ 91
བཟང་ པོ་ འདི་ ཉིད་ ལ་ སྐྱེ་ དགུའི་ ཚེ་ ལོ་ 114
བཟང་ པོ་ བརྒྱད་ ཅུས་ མཛེས་ པར་ བྱས་ པ །_ 41
བཟང་ པོ །_ མ་ འདྲེས་ པ །_ ཡོངས་ སུ་ 50
བཟང་ པོ །_ ཚིག་ འབྲུ་ བཟང་ པོ །_ མ་ 50
བཟང་ བ །_ བལྟ་ ན་ སྡུག་ པ །_ མཛེས་ 64
བཟང་ བ །_ མཛེས་ པ །_ བལྟ་ ན་ སྡུག་ 70
བཟང་ ཞིང་ བལྟ་ ན་ སྡུག་ ལ་ མཛེས་ པ་ ཞིག་ 63
ངེས་ པའི་ ཚིག་ སོ་ སོ་ ཡང་ དག་ པར་ རིག་ 62
ངེས་ པར་ འབྱུང་ བར་ མི་ འགྱུར་ བ་ ཞིག་ ན 45
ངེས་ པར་ འབྱུང་ བར་ འདོད་ པ་ གང་ ཡིན་ པ་ 40
ངེས་ པར་ འབྱུང་ བར་ འདོད་ དུ་ ཟད་ དོ །_། 46
ངེས་ པར་ འབྱུང་ བར་ འགྱུར་ རོ །_། རབ་ འབྱོར་ 41
ངེས་ པར་ འབྱུང་ བར་ རྗེས་ སུ་ ལྟ་ བར་ གནས་ 43
ངེས་ པར་ དཀར་ བ་ རྣམས་ ནི་ རྣམ་ པར་ སྨིན་ 44
ངེས་ པར་ དཀར་ བ་ རྣམས་ འབའ་ ཞིག་ ལ་ གཏད་ 44
ངེས་ པར་ དཀར་ བར་ འགྱུར་ རོ །_། ལས་ འདྲེན་ 44
ངེས་ པར་ གནག་ པ་ རྣམས་ ནི་ རྣམ་ པར་ སྨིན་ 41
ངེས་ པར་ གནག་ པར་ འགྱུར་ རོ །_། ལས་ གཅིག་ 42
ཆུ་ སྲིན་ རྣམས་ ཀྱི་ གནས །_། དུས་ རླབས་ ཡོལ་ 43
ཉོན་ ལ་ ཡིད་ ལ་ ཟུང་ ཤིག་ དང་ །_ ངས་ 42
ཉོན་ ལ་ ཡིད་ ལ་ ཟུང་ ཤིག་ དང་ བཤད་ དོ 50
ཉོན་ ལ་ ཡིད་ ལ་ ཟུང་ ཤིག་ དང་ ངས་ ཁྱོད་ 57
ཉོན་ ལ་ ཡིད་ ལ་ ཟུང་ ཤིག་ དང་ ངས་ བཤད་ 51
ཉོན་ མོངས་ པ་ དང་ །_ རྣམ་ པར་ བྱང་ བ་ 112
ཉོན་ མོངས་ པ་ དང་ །_ ཉེ་ བའི་ ཉོན་ མོངས་ 45
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ །_ དགྲ་ 129
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ པས་ དགྲ་ བཅོམ་ 75
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ནས །_ དགྲ་ 44
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ནས་ དགྲ་ བཅོམ་ 128
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ་ དགྲ་ བཅོམ་ 174
ཉོན་ མོངས་ པ་ མེད་ པ་ དང་ །_ རྣམ་ པར་ 210
ཉོན་ མོངས་ པ་ མྱེད་ པ་ དང་ །_ རྣམ་ པར་ 207
ཉོན་ མོངས་ པ་ མྱེད་ པ་ སྟེ །_ གང་ དང་ 101
ཉོན་ མོངས་ པ་ མྱི་ མཐོང་ །_ རྣམ་ པར་ བྱང་ 101
ཉོན་ ཅིག _། དགེ་ སློང་ དག་ སྔོན་ བྱུང་ བ་ 138
མོངས་ པ་ དང་ །_ རྣམ་ པར་ བྱང་ བ་ དང་ 64
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ །_ དགྲ་ བཅོམ་ 129
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ པས་ དགྲ་ བཅོམ་ པ་ 75
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ནས །_ དགྲ་ བཅོམ་ 44
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ནས་ དགྲ་ བཅོམ་ པ་ 128
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ་ དགྲ་ བཅོམ་ པ་ 169
མོངས་ པ་ མེད་ པ་ དང་ །_ རྣམ་ པར་ བྱང་ 209
མོངས་ པ་ མྱེད་ པ་ དང་ །_ རྣམ་ པར་ བྱང་ 206
མོངས་ པ་ མྱེད་ པ་ སྟེ །_ གང་ དང་ ཡང་ 101
མོངས་ པ་ མྱི་ མཐོང་ །_ རྣམ་ པར་ བྱང་ བ་ 101
ཕམ་ པར་ འགྱུར་ བའི་ ལྟུང་ བ་ འབྱིན་ པ་ མཐོང་ 65
ཕམ་ པར་ འགྱུར་ ལ །_ དངོས་ པོ་ མ་ ཚང་ 52
བྱེད་ པའི་ རླུང་ ལ་ སོ་ སོར་ བརྟགས་ པར་ གྱུར་ 41
བྱེད་ པའི་ རྒྱུ་ རྐྱེན་ མི་ ལྡན་ པ་ སྟེ །_ 50
བྱེད་ པའི་ རྒྱུ་ རྐྱེན་ མྱི་ ལྡན་ པ་ སྟེ །_ 40
བྱེད་ པའི་ སྐབས་ དེ་ དགེ་ སློང་ རྣམས་ ཀྱིས་ བཅོམ་ 153
བྱེད་ པའི་ སྐབས་ དེ་ དགེ་ སློང་ མ་ རྣམས་ ཀྱིས་ 46
བྱེད་ པའི་ སྐབས་ དེ་ བཅོམ་ ལྡན་ འདས་ ལ་ གསོལ་ 109
བྱེད་ དང་ །_ རྣམ་ པར་ ཤེས་ པ་ དང་ །_ 72
བྱེད་ དང་ ལྡན་ པའི་ རྫུ་ འཕྲུལ་ གྱི་ རྐང་ པ་ 43
བྱེད་ པ་ པོ་ རྣམ་ པར་ དག་ པ་ དང་ །_ 109
བྱེད་ པ་ པོ་ རྣམ་ པར་ དག་ པ་ གང་ ཡིན་ 109
བྱེད་ པ་ པོ་ རྣམ་ པར་ དག་ པ་ སྟེ །_ 109
བྱེད་ པ་ པོ་ ཡོངས་ སུ་ དག་ པ་ དང་ །_ 103
བྱེད་ པ་ པོ་ ཡོངས་ སུ་ དག་ པ་ སྟེ །_ 103
བྱེད་ པ་ དང་ །_ ཚུལ་ བཞིན་ དུ་ ཡིད་ ལ་ 159
བྱེད་ པ་ དང་ །_ མངོན་ པར་ ཆགས་ པར་ བྱེད་ 112
བྱེད་ པ་ དང་ རབ་ ཏུ་ འདོན་ པ་ དང་ སྟོན་ 46
བྱེད་ པ་ ཡིན་ ན །_ དེས་ ཐོས་ པ་ ལས་ 102
བྱེད་ པ་ ལས །_ དེའི་ འོག་ ཏུ་ དགེ་ སློང་ 164
བྱེད་ པ་ རང་ བཞིན་ མྱེད་ པར་ རིག་ པར་ བྱའོ 89
བྱེད་ པ་ ཞེས་ བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ དང་ 53
བྱེད་ པ་ ཞེས་ བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ ལ་ 40
བྱེད་ པ་ དེ་ མི་ དམིགས་ པའི་ ཚུལ་ གྱིས་ ཡིད་ 48
བྱེད་ པ་ ནས །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ བཀའ་ 43
བྱེད་ པ་ སྟེ །_ དེས་ ན་ ལྟུང་ བྱེད་ དོ་ 86
བྱེད་ པ་ བྱས་ པ །_ ཁུར་ བོར་ བ །_ 53
བྱེད་ པ་ མངོན་ པར་ རྫོགས་ པར་ འཚང་ མྱི་ རྒྱ་ 95
བྱེད་ པ་ འམ །_ གང་ གིས་ ཡོངས་ སུ་ གཟུང་ 63
བྱེད་ པ་ དངོས་ པོ་ མྱེད་ པར་ རིག་ པར་ བྱའོ 86
བྱེད་ པ་ སྟོང་ པ་ ཉིད་ དུ་ རིག་ པར་ བྱའོ 120
བྱེད་ དུ་ འགྱུར་ ལ །_ རིགས་ དང་ རུས་ བརྗོད་ 43
བྱེད་ དུ་ འགྱུར་ རོ །_། དགེ་ སློང་ གིས་ མིའི་ 42
བྱེད་ དུ་ འགྱུར་ རོ །_། བཙུན་ པ་ རེ་ ཞིག་ 61
བྱེད་ དུ་ གཞུག་ པར་ བྱ །_ སུ་ ནི་ དགེ་ 43
བྱེད་ ཀྱི་ རྣམ་ པ་ ཐམས་ ཅད་ སྙིལ་ བ་ དང་ 42
བྱེད་ ཀྱི་ ཚལ་ ཁྱིམ་ བདག་ མགོན་ མེད་ ཟས་ སྦྱིན་ 53
བྱེད་ ཀྱི་ ཚལ་ མགོན་ མེད་ ཟས་ སྦྱིན་ གྱི་ ཀུན་ 595
བྱེད་ རྣམས་ དང་ །_ རྣམ་ པར་ ཤེས་ པ་ ལ་ 98
བྱེད་ རྣམས་ དང་ །_ རྣམ་ པར་ ཤེས་ པ་ ནི་ 77
བྱེད་ རྣམས་ དང་ །_ རྣམ་ པར་ ཤེས་ པ་ ཡང་ 72
བྱེད་ རྣམས་ དང །_ རྣམ་ པར་ ཤེས་ པ་ ལ་ 83
བྱེད་ རྣམ་ པར་ དག་ པ་ དང་ །_ རྣམ་ པ་ 54
བྱེད་ རྣམ་ པར་ དག་ པ །_ འདུ་ བྱེད་ རྣམ་ 91
བྱེད་ རྣམ་ པར་ དག་ པས །_ རྣམ་ པ་ ཐམས་ 54
བྱེད་ རྣམ་ པར་ མྱི་ བྱེད་ མངོན་ པར་ མྱི་ བྱེད་ 42
བྱེད་ ན །_ དགེ་ འདུན་ གྱིས་ སོ་ སོར་ ཐར་ 80
བྱེད་ ན །_ དེ་ རྨྱི་ ལམ་ རློམ་ སེམས་ སུ་ 88
བྱེད་ ན་ ཐམས་ ཅད་ དུ་ ལྟུང་ བྱེད་ དུ་ འགྱུར་ 52
བྱེད་ ན་ དགེ་ འདུན་ ལྷག་ མར་ འགྱུར་ རོ །_། 110
བྱེད་ ན་ ལྟུང་ བྱེད་ དོ །_། ཡང་ དགེ་ སློང་ 41
བྱེད་ ན་ སྤང་ བའི་ ལྟུང་ བྱེད་ དུ་ འགྱུར་ རོ 43
བྱེད་ ན་ ཉེས་ བྱས་ སུ་ འགྱུར་ རོ །_། དགེ་ 43
བྱེད་ ན་ འགལ་ ཚབས་ ཅན་ དུ་ འགྱུར་ རོ །_། 138
བྱེད་ པར་ གྱུར་ ཅིག _། མི་ མཉེས་ པར་ བྱེད་ 142
བྱེད་ པར་ འགྱུར་ རོ །_། བྱང་ ཆུབ་ སེམས་ དཔའ་ 71
བྱེད་ པར་ མ་ གྱུར་ ཅིག _། དེ་ ཁོ་ ནའི་ 90
བྱེད་ ནས །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ བཀའ་ སྩལ་ 53
བྱེད་ ཅིང་ །_ རྣམ་ པ་ ཐམས་ ཅད་ མཁྱེན་ པ་ 54
བྱེད་ ཅིང་ སོ་ སོར་ ཐར་ པའི་ མདོ་ གདོན་ པ་ 256
བྱེད་ མངོན་ པར་ མྱི་ བྱེད་ དེ །_ དེ་ ཅིའི་ 92
བྱེད་ ཅིག _། དེ་ ལ་ སྙིང་ པོ་ གང་ ཡང་ 52
བྱེད་ པའམ །_ གང་ གིས་ ཡོངས་ སུ་ གཟུང་ བར་ 49
བྱེད་ པའོ །_། གཉིས་ ལ་ སྤྱོད་ པ་ ཡང་ མ་ 53
བྱེད་ པའོ །_། བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ 105
བྱེད་ པའོ །_། གཞན་ ཡང་ ཇི་ སྲིད་ དུ་ ལྟུང་ 79
བྱེད་ དམ །_ གཞན་ ལ་ སྦྱིན་ པར་ མི་ བྱེད་ 48
བྱེད་ དམ །_ གཏོང་ བར་ མི་ བྱེད་ དམ །_ 49
བྱེད་ དེ །_ རྣམ་ པར་ འཕེལ་ བར་ བྱེད་ པ་ 105
བྱེད་ དེ །_ རབ་ འབྱོར་ དེ་ ལྟར་ ན་ བྱང་ 50
བྱེད་ དེ །_ དེ་ ཅིའི་ ཕྱིར་ ཞེ་ ན །_ 124
བྱེད་ དེ །_ དེས་ ཐོས་ པ་ ལས་ བྱུང་ བའི་ 87
བྱེད་ དེ །_ དངོས་ པོ་ ཡོད་ པ་ འམ །_ 131
བྱེད་ དེ །_ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ དངོས་ པོ་ 70
བྱེད་ དེ །_ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ སྟོང་ པ་ 40
བྱེད་ ཅེས་ སྨོད་ པར་ བྱེད །_ ཕྱར་ ཀ་ གཏོང་ 72
བྱེད་ དོ་ ཞེས་ བྱ་ བ་ ནི་ སེམས་ ཅན་ དམྱལ་ 85
བྱེད་ དོ་ ཞེས་ བྱ་ བ་ ནི་ གོང་ མ་ བཞིན་ 191
བྱེད་ དོ་ ཞེས་ གསུངས་ སོ །_། དེ་ ལ་ ལྟུང་ 102
བྱེད་ དོ །_། རང་ བཞིན་ སྟོང་ པ་ ཉིད་ ནི་ 110
བྱེད་ དོ །_། ཡང་ གང་ ཞེས་ བྱ་ བ་ ནི་ 121
བྱེད་ དོ །_། ཡང་ དགེ་ སློང་ གང་ ཞེས་ བྱ་ 69
བྱེད་ དོ །_། ཡང་ དགེ་ སློང་ མ་ གང་ ཞེས་ 59
བྱེད་ དོ །_། ན་ མོ་ རཏྣ་ ཏྲ་ ཡཱ་ ཡ 52
བྱེད་ དོ །_། རབ་ འབྱོར་ གཞན་ ཡང་ བྱང་ ཆུབ་ 93
བྱེད་ དོ །_། དེ་ སྒྲ་ བརྙན་ རློམ་ སེམས་ སུ་ 103
བྱེད་ དོ །_། དེ་ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ 922
བྱེད་ དོ །_། དེ་ ནས་ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 46
བྱེད་ དོ །_། དེ་ ཅིའི་ ཕྱིར་ ཞེ་ ན །_ 241
བྱེད་ དོ །_། དེ་ དྲི་ ཟའི་ གྲོང་ ཁྱེར་ རློམ་ 103
བྱེད་ དོ །_། དེ་ སྤྲུལ་ པ་ རློམ་ སེམས་ སུ་ 102
བྱེད་ དོ །_། དེ་ སྒྱུ་ མ་ རློམ་ སེམས་ སུ་ 101
བྱེད་ དོ །_། དེ་ སྨྱིག་ རྒྱུ་ རློམ་ སེམས་ སུ་ 101
བྱེད་ དོ །_། དེ་ མྱིག་ ཡོར་ རློམ་ སེམས་ སུ་ 103
བྱེད་ དོ །_། ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ ཏུ་ 117
བྱེད་ དོ །_། བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ དཔའ་ 46
བྱེད་ དོ །_། གཞན་ ཡང་ རྣལ་ འབྱོར་ སྤྱོད་ པ་ 122
བྱེད་ དོ །_། ཉན་ ཐོས་ དང་ རང་ སངས་ རྒྱས་ 44
བྱེད་ དོ །_། སེམས་ ཅན་ གང་ གི་ དོན་ ཏུ་ 42
བྱེད་ དོ །_། མཚན་ མ་ མྱེད་ པའི་ ཚུལ་ གྱིས་ 44
བྱེད་ དོ །_། དངོས་ པོ་ མྱེད་ པའི་ ངོ་ བོ་ 363
བྱེད་ དོ །_། ཀཽ་ ཤི་ ཀ་ གལ་ ཏེ་ བྱང་ 101
ལམ །_། གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ མང་ 57
ལམ །_ གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ མང་ 44
ལམ །_ དམྱིགས་ པའི་ ཚུལ་ གྱིས་ ཡོངས་ སུ་ བསྔོ་ 107
ཡི་ འཁོར་ རྣམས་ དང་ །_། དེ་ དག་ ཀྱང་ ནི་ 41
ཡི་ རང་ བ་ དང་ ལྡན་ པའི་ བསོད་ ནམས་ བྱ་ 58
ཡི་ གེ་ དང་ ལྡན་ པར་ གཞན་ ལ་ རྒྱ་ ཆེར་ 56
ཡི་ རངས་ ཏེ །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ གསུངས་ 410
ཡི་ རངས་ ཏེ་ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ གསུངས་ པ་ 79
ཡི་ དགས་ ངན་ སོང་ དང་ །_ ངན་ འགྲོ་ དང་ 82
ཡི་ གེར་ འདྲི་ བ་ དང་ །_ ཡི་ གེར་ འདྲིར་ 55
གྲོང་ དང་ །_ གྲོང་ ཁྱེར་ དང་ །_ གྲོང་ རྡལ་ 181
གྲོང་ ངམ །_ གྲོང་ ཁྱེར་ རམ །_ གྲོང་ རྡལ་ 79
གྲོང་ རྡལ་ དང་ །_ ཡུལ་ འཁོར་ དང་ །_ རྒྱལ་ 45
གྲོང་ རྡལ་ དང་ །_ ལྗོངས་ དང་ །_ ཡུལ་ འཁོར་ 57
གྲོང་ ཁྱེར་ དང་ །_ གྲོང་ རྡལ་ དང་ །_ ཡུལ་ 50
