༄༅ རྒྱ་ གར་ སྐད་ དུ །_ 319
རྣམ་ པར་ བྱང་ བ་ དང་ །_ 63
རྣམ་ པར་ བྱང་ བ་ མེད་ པའི་ 52
རྣམ་ པར་ བྱང་ བ་ མེད་ པ་ 193
རྣམ་ པར་ བྱང་ བ་ སྟེ །_ 105
རྣམ་ པར་ བྱང་ བ་ མ་ མཆིས་ 48
རྣམ་ པར་ བྱང་ བ་ མྱེད་ པའི་ 118
རྣམ་ པར་ བྱང་ བ་ མྱེད་ པ་ 123
རྣམ་ པར་ བྱང་ བ་ མྱི་ མཐོང་ 98
རྣམ་ པར་ བྱང་ བར་ ཡང་ དག་ 49
རྣམ་ པར་ ལྟ་ བ་ དང་ །_ 53
རྣམ་ པར་ ལྟ་ བ་ ཞེས་ བྱ་ 47
རྣམ་ པར་ རིག་ པ་ མེད་ པ་ 43
རྣམ་ པར་ སྤྱོད་ པའི་ བྱང་ ཆུབ་ 180
རྣམ་ པར་ རྟོག་ པ་ དང་ །_ 212
རྣམ་ པར་ རྟོག་ པ་ དང་ བྲལ་ 43
རྣམ་ པར་ རྟོག་ པ་ ཐམས་ ཅད་ 102
རྣམ་ པར་ རྟོག་ པ་ མེད་ པའི་ 45
རྣམ་ པར་ རྟོག་ པ་ མེད་ པ་ 195
རྣམ་ པར་ རྟོག་ པ་ མེད་ དོ 49
རྣམ་ པར་ རྟོག་ པ་ གང་ ཡང་ 235
རྣམ་ པར་ རྟོག་ པ་ དེ་ དག་ 65
རྣམ་ པར་ རྟོག་ པ་ མ་ མཆིས་ 55
རྣམ་ པར་ རྟོག་ པ་ མྱེད་ དོ 73
རྣམ་ པར་ རྟོག་ པར་ མི་ བྱེད་ 50
རྣམ་ པར་ རྟོག་ པར་ མི་ འགྱུར་ 302
རྣམ་ པར་ རྟོག་ པར་ མི་ འགྱུར 217
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར་ 805
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར 727
རྣམ་ པར་ འབྱེད་ པ་ དང་ །_ 63
རྣམ་ པར་ འབྱེད་ པ་ ལ་ མཁས་ 42
རྣམ་ པར་ འབྱེད་ པ་ ཡང་ དག་ 57
རྣམ་ པར་ འབྱེད་ པ །_ བམ་ 112
རྣམ་ པར་ འཕེལ་ བར་ བྱེད་ པ་ 134
རྣམ་ པར་ འཕེལ་ བར་ འགྱུར་ གྱི 54
རྣམ་ པར་ སྨད་ པ་ མཛད་ དོ 120
རྣམ་ པར་ སྨད་ ནས་ དགེ་ སློང་ 99
རྣམ་ པར་ ཡིད་ ལ་ བྱེད་ པ་ 48
རྣམ་ པར་ བརྟགས་ པ །_ རྣམ་ 71
རྣམ་ པར་ གཞག་ པའི་ བྱིན་ གྱི་ 179
རྣམ་ པར་ གནོན་ པ་ དང་ །_ 49
རྣམ་ པར་ གནོན་ པ་ འདི་ ལྟ་ 43
རྣམ་ པར་ གནོན་ པ་ དེ་ ལྟར་ 51
རྣམ་ པར་ གནོན་ པ་ བྱང་ ཆུབ་ 43
རྣམ་ པར་ སྣང་ བ་ ཞེས་ བྱ་ 56
རྣམ་ པར་ སྣང་ བའི་ སྒོའོ །_། 61
རྣམ་ པར་ སྣང་ མཛད་ ཀྱི་ ཐུགས་ 42
རྣམ་ པར་ སྣང་ མཛད་ ཆེན་ པོ་ 81
རྣམ་ པར་ སྣང་ མཛད་ ཆེན་ པོས་ 54
རྣམ་ པར་ ཕྱེ་ བ་ དང་ །_ 44
རྣམ་ པར་ ཕྱེ་ བ་ ཡང་ ཐོས་ 48
རྣམ་ པར་ ཕྱེ་ སྟེ་ གསལ་ བ་ 71
རྣམ་ པར་ དཀྲུག་ པར་ མྱི་ བྱའོ 53
རྣམ་ པར་ སྤོང་ བས་ ཡོངས་ སུ་ 48
རྣམ་ པར་ བཟློག་ པ་ དང་ །_ 68
རྣམ་ པར་ གཟིགས་ ཞེས་ བྱ་ བ་ 50
རྣམ་ པར་ རྟོགས་ པར་ བྱེད་ དེ 44
རྣམ་ པར་ སྨིན་ པའི་ འབྲས་ བུ་ 93
རྣམ་ པར་ སྨིན་ པ་ དང་ །_ 55
རྣམ་ པར་ སྨིན་ པ་ སྡུག་ བསྔལ་ 44
རྣམ་ པར་ སྨིན་ པ་ ནི་ གཅིག་ 58
རྣམ་ པར་ སྨིན་ པ་ ཡང་ འདྲེན་ 66
རྣམ་ པར་ སྨིན་ པ་ ཡང་ གཅིག་ 124
རྣམ་ པར་ སྨིན་ པ་ ཡོངས་ སུ་ 43
རྣམ་ པར་ སྨིན་ པ་ སྟེ །_ 64
རྣམ་ པར་ སྨིན་ པ་ ཤེས་ པ་ 318
རྣམ་ པར་ སྨིན་ པ་ ལས་ བྱུང་ 144
རྣམ་ པར་ སྨིན་ པ་ ལས་ སྐྱེས་ 43
རྣམ་ པར་ སྨིན་ པ་ མྱོང་ བར་ 61
རྣམ་ པར་ སྨིན་ པར་ མི་ འགྱུར་ 84
རྣམ་ པར་ སྨིན་ པར་ མི་ འགྱུར 123
རྣམ་ པར་ སྨིན་ པར་ འགྱུར་ ཏེ 63
རྣམ་ པར་ སྨིན་ པར་ འགྱུར་ རོ 103
རྣམ་ པར་ བསྐྱེད་ པ །_ ཡོངས་ 64
རྣམ་ པར་ འཐོར་ བ་ དང་ །_ 77
རྣམ་ པར་ བལྟས་ ཏེ །_ དེའི་ 85
རྣམ་ པར་ འཕྲུལ་ པའི་ རྒྱལ་ པོ་ 196
རྣམ་ པར་ འཕྲུལ་ པ་ དང་ །_ 190
རྣམ་ པར་ འཕྲུལ་ པ་ ཐམས་ ཅད་ 44
རྣམ་ པར་ འཁྲུག་ པར་ མི་ བྱེད་ 41
རྣམ་ པར་ འཁྲུག་ པར་ མྱི་ བྱེད་ 314
རྣམ་ པར་ འཁྲུག་ པར་ མྱི་ བྱེད 105
རྣམ་ པར་ བསྒོམ་ པ་ བསྒོམ་ པ་ 240
རྣམ་ པར་ བསྒོམ་ པ་ བསྒོམ་ པ 176
རྣམ་ པར་ བསྒོམ་ པའོ །_། རབ་ 125
རྣམ་ པར་ བསྒོམ་ པའོ །_། བཅོམ་ 138
རྣམ་ པར་ མྱི་ བྱེད་ མངོན་ པར་ 101
རྣམ་ པར་ མྱི་ རྟོག་ པ་ ཡིན་ 99
རྣམ་ པར་ མྱི་ རྟོག་ གོ །_། 102
རྣམ་ པར་ མྱི་ རྟོག་ གོ _། 205
རྣམ་ པར་ མྱི་ འཕེལ་ བ་ དང་ 46
རྣམ་ ཐོས་ ཀྱི་ བུ་ དང་ །_ 42
རྣམ་ ཐོས་ ཀྱི་ བུའི་ ནོར་ དང་ 171
རྣམ་ ཤེས་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ 386
རྣམ་ གྲངས་ དུ་ མར་ ཆོས་ དང་ 55
རྣམ་ གྲངས་ དུ་ མས་ རྣམ་ པར་ 117
རྣམ་ གྲངས་ འདི་ བཤད་ པ་ ན་ 71
རྣམ་ གྲངས་ དེས་ ན །_ གང་ 116
རྣམ་ གྲངས་ དེས་ ན །_ བྱང་ 142
རྣམ་ གྲངས་ འདིའི་ མིང་ ཅི་ ལགས 85
རྣམ་ གྲངས་ ལེའུ་ སྟོང་ ཕྲག་ བརྒྱ་ 96
འཁྲུལ་ པ་ མེད་ པར་ འགྱུར་ རོ 41
རྐང་ པ་ དང་ །_ དབང་ པོ་ 219
རྐང་ པ་ ལ་ ཕྱག་ འཚལ་ བར་ 42
རྐང་ པ་ ལ་ ཕྱག་ འཚལ་ ཏེ་ 83
རྐང་ པ་ ལ་ མགོ་ བོས་ ཕྱག་ 105
རྐང་ པ་ རྣམས་ དང་ །_ དབང་ 177
རྐང་ པ་ རྣམ་ པར་ དག་ པ་ 68
རྐང་ པ་ རྣམ་ པར་ དག་ པས 41
རྐང་ པ་ གཉིས་ ལ་ ཕྱག་ འཚལ་ 74
རྐང་ པ་ གཉིས་ ལ་ སྤྱི་ བོས་ 95
རྐང་ པ་ གཉིས་ ལ་ མགོ་ བོས་ 100
རྐང་ པ་ གཉིས་ ལ་ གཏུགས་ ཏེ་ 60
རྐང་ པ་ བཞི་ དང་ །_ དབང་ 175
གཉིས་ དང་ །_ གསུམ་ དང་ །_ 43
གཉིས་ དང་ །_ ནུ་ མ་ སྣུན་ 52
གཉིས་ དང་ །_ དཔེ་ བྱད་ བཟང་ 107
གཉིས་ པ་ དང་ །_ གསུམ་ པ་ 106
གཉིས་ པ་ ལ་ ནི་ དུང་ ཕྱུར་ 60
གཉིས་ པ་ ལ་ སྤྱོད་ པ་ ཡང་ 56
གཉིས་ ལ་ སྤྱི་ བོས་ ཕྱག་ འཚལ་ 142
གཉིས་ ལ་ སྤྱོད་ པ་ ཡང་ མ་ 56
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ 446
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ བྱས་ 227
གཉིས་ ཏེ །_ གཉིས་ གང་ ཞེ་ 51
གཉིས་ ཀྱི་ འཇིག་ རྟེན་ གྱི་ ཁམས་ 74
གཉིས་ ཀྱི་ འདུ་ ཤེས་ སུ་ མྱི་ 90
གཉིས་ སུ་ མེད་ པའི་ ཡེ་ ཤེས་ 47
གཉིས་ སུ་ མེད་ པ་ མཉམ་ པ་ 96
གཉིས་ སུ་ མེད་ དེ་ གཉིས་ སུ་ 463
གཉིས་ སུ་ མེད་ ཅིང་ གཉིས་ སུ་ 144
གཉིས་ སུ་ མ་ མཆིས་ པའི་ ཚུལ་ 127
གཉིས་ སུ་ མ་ མཆིས་ ཤིང་ ཉམ་ 104
གཉིས་ སུ་ མ་ མཆིས་ ཏེ་ གཉིས་ 241
གཉིས་ སུ་ བྱར་ མེད་ སོ་ སོ་ 273
གཉིས་ སུ་ བྱར་ མེད་ དོ །_། 161
གཉིས་ སུ་ བྱར་ མྱེད་ སོ་ སོ་ 5264
གཉིས་ སུ་ བྱར་ མྱེད་ པ་ གང་ 107
གཉིས་ སུ་ བྱར་ མྱེད་ པར་ སློབ་ 88
གཉིས་ སུ་ བྱར་ མྱེད་ དོ །_། 682
གཉིས་ སུ་ བགྱིར་ མ་ མཆིས་ སོ 270
གཉིས་ སུ་ དབྱེར་ མེད་ དོ །_། 63
གཉིས་ སུ་ མྱེད་ པའི་ ཚུལ་ དང་ 105
གཉིས་ སུ་ མྱེད་ པའི་ གྲངས་ སུ་ 206
གཉིས་ སུ་ མྱེད་ དེ་ གཉིས་ སུ་ 5707
གཉིས་ སུ་ མྱེད་ ཅིང་ གཉིས་ སུ་ 230
གཉིས་ སུ་ མྱི་ འགྱུར་ བ་ དེ་ 125
གཉིས་ གང་ ཞེ་ ན །_ འདི་ 106
གཉིས་ ནི་ གཉིས་ སུ་ མེད་ དེ་ 80
གཉིས་ ནི་ གཉིས་ སུ་ མྱེད་ དེ་ 51
གཉིས་ གཉིས་ ཡོད །_། མི་ ཚེ་ 76
གཉིས་ ཀྱིས་ ལེགས་ པར་ བརྒྱན་ པ 58
གཉིས་ མ་ ལགས་ མང་ བ་ མ་ 255
གཉིས་ ཡོད །_། མི་ ཚེ་ ལོ་ 78
གཉིས་ ལས་ གཞན་ དུ་ ཡང་ མྱི་ 42
གཉིས་ ལན་ གསུམ་ དུ་ ཡང་ དག་ 60
གཉིས་ ལན་ གསུམ་ དུ་ བཟླས །_ 42
གཉིས་ ལན་ གསུམ་ གྱི་ བར་ དུ་ 73
གཉིས་ པའོ །།_།། དེ་ ནས་ བཅོམ་ 49
གཉིས་ ཟ་ བས་ གཅོད་ དམ །_ 50
གཉིས་ ཀ་ མེད་ པར་ ཡང་ མི་ 78
གཉིས་ ཀ་ མེད་ པར་ ཡང་ མྱི་ 41
གཉིས་ ཀ་ མྱེད་ པར་ ཡང་ མྱི་ 106
གཞོན་ ནུ་ དང་ །_ བློན་ པོ་ 64
གཞོན་ ནུ་ འདི་ དག་ ནི་ བྱང་ 58
གཞོན་ ནུ་ དེ་ ལྟ་ བས་ ན་ 53
གཞོན་ ནུ་ མ་ ལེགས་ པར་ སྨྲས་ 61
གཞོན་ ནུ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 62
གཞོན་ ནུ་ དོན་ ཐམས་ ཅད་ གྲུབ་ 86
གཞོན་ ནུར་ གྱུར་ པ་ དང་ །_ 155
གཞོན་ ནུར་ གྱུར་ པ་ ལ་ ཕྱག་ 42
གཞོན་ ནུར་ གྱུར་ པ་ ལ་ འདི་ 297
གཞོན་ ནུར་ གྱུར་ པ་ ལ་ བཀའ་ 115
གཞོན་ ནུར་ གྱུར་ པས་ འདི་ སྐད་ 118
གཞོན་ ནུར་ གྱུར་ པས་ བཅོམ་ ལྡན་ 57
གཞོན་ ནུར་ གྱུར་ པས་ བྱང་ ཆུབ་ 50
བས་ འདི་ སྐད་ ཅེས་ གསོལ་ ཏོ 84
བས་ རྣམ་ པར་ གྲོལ་ སྙམ་ འམ 50
བས་ ན །_ བྱང་ ཆུབ་ སེམས་ 51
བས་ ན །_ དེའི་ ཕྱིར་ རིང་ 68
བས་ ན་ འདི་ ལྟར་ བསླབ་ པར་ 49
བས་ ན་ དེ་ བཞིན་ གཤེགས་ པ་ 141
བས་ ན་ དེ་ བཞིན་ གཤེགས་ པས་ 57
བས་ ན་ ཤེས་ རབ་ ཀྱི་ ཕ་ 44
བས་ ན་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 435
བས་ ན་ བྱང་ ཆུབ་ སེམས་ དཔས་ 97
བས་ ན་ ལས་ གཅིག་ ཏུ་ ངེས་ 43
བས་ ན་ ལས་ གཅིག་ ཏུ་ གནག་ 75
བས་ ན་ རྗེས་ སུ་ གནང་ སྟེ 42
བས་ ན་ ཕན་ ཡོན་ བཅུ་ ཡང་ 135
བས་ ན་ ངའི་ ཉན་ ཐོས་ རྣམས་ 111
བས་ དེ་ དེ་ བཞིན་ དུ་ འཛིན་ 106
བས་ ཡོངས་ སུ་ མྱ་ ངན་ ལས་ 51
བས་ ཡོངས་ སུ་ མྱི་ འཛིན །_ 89
བས་ ཀྱང་ རིགས་ ཀྱི་ བུ་ འམ་ 94
བས་ པར་ བགྱི་ བའི་ སླད་ དུ་ 99
བས་ མ་ ཡིན་ ནོ །_། རྣམ་ 70
བས་ མ་ ཡིན་ ནོ །_། ཚེ་ 142
བས་ མ་ ཡིན་ ནོ །_། ལུས་ 57
བས་ མ་ ཡིན་ ནོ །_། ཡིད་ 57
བས་ མ་ ཡིན་ ནོ །_། རྣ་ 61
བས་ མ་ ཡིན་ ནོ །_། འདུ་ 44
བས་ མ་ ཡིན་ ནོ །_། སྣའི་ 43
བས་ མ་ ཡིན་ ནོ །_། ལྕེའི་ 43
བས་ མ་ ཡིན་ གྱི །_ རྣམ་ 43
བས་ ལྷག་ པའི་ འོད་ མངའ་ བ 41
བས་ བྱང་ ཆུབ་ སེམས་ དཔའ་ གང་ 91
བས་ བྱ་ བ་ མ་ ཡིན་ ནོ་ 101
བས་ གནང་ བར་ རིག་ ནས །_ 63
བས་ གནང་ ངོ་ །_། དེ་ ནས་ 130
བས་ གསོལ་ པ །_ བཅོམ་ ལྡན་ 59
བས་ གཅོད་ དམ །_ གཅོད་ དུ་ 50
བས་ ཆོག་ མི་ ཤེས་ པ་ མཐོང་ 41
བས་ ཆེས་ བསོད་ ནམས་ མང་ དུ་ 51
བས་ ཆེས་ བསོད་ ནམས་ གྲངས་ མེད་ 69
ཟབ་ མོ་ འདི་ ལ་ སྤྱོད་ པ་ 48
ཟབ་ མོ་ འདི་ ཡི་ གེར་ འདྲི་ 45
ཟབ་ མོ་ འདི་ བསྟན་ པའི་ ཚེ 74
ཟབ་ མོ་ འདི་ འདྲི་ བ་ དང་ 135
ཟབ་ པའི་ ཕྱིར་ ཆོས་ འདི་ ཟབ་ 163
ཟབ་ པའི་ ཕྱིར །_ ཤེས་ རབ་ 187
ཟབ་ པ་ ཉིད་ གང་ ཡིན་ པ་ 112
ཟབ་ པ་ མ་ ཡིན་ ཕྲ་ བ་ 243
ཟབ་ བོ །_། ཤ་ ར་ དྭ་ 111
ཟབ་ བོ །_། ལྷའི་ བུ་ དག་ 148
ཟབ་ ཅེས་ བྱ་ བར་ མྱི་ སྤྱོད་ 101
འཁོར་ བ་ དང་ མྱ་ ངན་ ལས་ 63
འཁོར་ བ་ ལ་ རྒྱབ་ ཀྱིས་ ཕྱོགས་ 53
འཁོར་ བ་ རབ་ སྤངས་ ནས །_། 50
འཁོར་ བ་ ལས་ སྒྲོལ་ ཞིང་ །_ 43
འཁོར་ བ་ ལས་ ཡོངས་ སུ་ ཐར་ 77
འཁོར་ བ་ ལས་ འགྲེལ་ པ་ དང་ 66
འཁོར་ བ་ དཔག་ ཏུ་ མེད་ པ་ 103
འཁོར་ དང་ །_ ཚངས་ ཆེན་ དང་ 50
འཁོར་ དང་ །_ རྒྱལ་ པོའི་ ཕོ་ 130
འཁོར་ དང་ བཅས་ པ་ དང་ །_ 93
འཁོར་ དང་ བཅས་ པ་ ཐམས་ ཅད་ 49
འཁོར་ ལ་ བརྟགས་ ན །_ དེས་ 80
འཁོར་ གསུམ་ ཡོངས་ སུ་ དག་ པ་ 64
འཁོར་ བའི་ འཁོར་ ལོ་ འདི་ ཉིད་ 43
འཁོར་ གྱི་ མི་ རྣམས་ དང་ །_ 100
འཁོར་ གྱི་ ནང་ དུ་ སེང་ གེའི་ 67
འཁོར་ གྱི་ དཀྱིལ་ འཁོར་ རྒྱ་ མཚོ་ 62
འཁོར་ གྱི་ དཀྱིལ་ འཁོར་ ཐམས་ ཅད་ 120
འཁོར་ གྱི་ དཀྱིལ་ འཁོར་ ཆེན་ པོ་ 65
འཁོར་ རྣམས་ དང་ །_། དེ་ དག་ 41
འཁོར་ དེ་ དང་ །_ ལྷ་ དང་ 58
འཁོར་ དེ་ ཉིད་ དུ་ འདུས་ པར་ 105
འཁོར་ དེ་ དག་ དང་ །_ ལྷ་ 40
འཁོར་ དེ་ ལངས་ ཤིང་ དགེ་ སློང་ 53
འཁོར་ གྱིས་ ཞུས་ པ །_ བཙུན་ 122
འཁོར་ འདིར་ བསྡུ་ བར་ གསོལ །_ 89
འཁོར་ ལོ་ འདི་ ཉིད་ གཡོ་ ཞིང་ 43
འཁོར་ ལོ་ རབ་ ཏུ་ བསྐོར་ བ་ 41
འཁོར་ ལོ་ རིན་ པོ་ ཆེ་ དང་ 44
འཁོར་ ལོ་ བསྐོར་ བ་ དང་ །_ 62
འཁོར་ ལོས་ སྒྱུར་ བའི་ རྒྱལ་ པོ་ 647
འཁོར་ ལོས་ སྒྱུར་ བའི་ རྒྱལ་ སྲིད་ 104
འཁོར་ ལོས་ སྒྱུར་ བའི་ རྒྱལ་ པོའི་ 134
འཁོར་ ལོས་ སྒྱུར་ བའི་ རྒྱལ་ པོར་ 283
འཁོར་ ལོས་ སྒྱུར་ བར་ འགྱུར་ རོ 54
ལས །_། རྡོ་ རྗེ་ སེམས་ དཔའ་ 48
ལས །_ དེའི་ འོག་ ཏུ་ དགེ་ 164
སྒྲོལ་ བ་ འདི་ ནི་ ལམ་ གྱི་ 49
སྒྲོལ་ ཞིང་ །_ གཞན་ ཡང་ སྒྲོལ་ 43
ཐབས་ དང་ ཤེས་ རབ་ གཉིས་ མེད་ 43
ཐབས་ ལ་ མཁས་ པ་ ཡིན་ ནོ 62
ཐབས་ ལ་ མཁས་ པས་ སེམས་ ཅན་ 41
ཐབས་ སྤྱི་ བོ་ ནས་ དབང་ བསྐུར་ 41
ཐབས་ ཀྱི་ ཞགས་ པ་ པདྨོ་ ཕྲེང་ 42
ཐབས་ མཁས་ པས །_ བླ་ ན་ 48
ཐབས་ ཅིག་ ཏུ་ བཞུགས་ སོ །_། 142
ཐབས་ ཅིག་ ཏུ་ བཞུགས་ ཏེ །_ 219
ཐབས་ གཅིག་ སྟེ །_ འདི་ ལྟར་ 42
ཐབས་ བགོས་ ལྷུང་ བཟེད་ དང་ ཆོས་ 93
ཐབས་ མཉམ་ པ་ བརྙེས་ པར་ གྱུར་ 58
ཐབས་ བགོས །_ ལྷུང་ བཟེད་ དང་ 41
ཐབས་ ཟླར་ བབ་ པ་ ལས་ ཆུང་ 48
ཐབས་ མྱི་ མཁས་ པས་ བདག་ ཏུ་ 91
བཟང་ པོ་ ལ་ འདི་ སྐད་ ཅེས་ 60
བཟང་ པོ་ རྒྱས་ པ་ མཆོག་ དང་ 55
བཟང་ པོ་ འདི་ ཉིད་ ལ་ སྐྱེ་ 128
བཟང་ པོ་ བརྒྱད་ ཅུས་ མཛེས་ པར་ 46
བཟང་ པོ །_ མ་ འདྲེས་ པ 52
བཟང་ པོ །_ ཚིག་ འབྲུ་ བཟང་ 59
བཟང་ བ །_ བལྟ་ ན་ སྡུག་ 78
བཟང་ བ །_ མཛེས་ པ །_ 73
བཟང་ ཞིང་ བལྟ་ ན་ སྡུག་ ལ་ 186
བཟང་ པོའི་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 50
ངེས་ པའི་ ཚིག་ སོ་ སོ་ ཡང་ 62
ངེས་ པར་ འབྱུང་ བ་ དང་ །_ 49
ངེས་ པར་ འབྱུང་ བ་ མ་ ཡིན་ 43
ངེས་ པར་ འབྱུང་ བར་ ཡང་ འགྱུར་ 58
ངེས་ པར་ འབྱུང་ བར་ མི་ འགྱུར་ 89
ངེས་ པར་ འབྱུང་ བར་ འདོད་ པ་ 48
ངེས་ པར་ འབྱུང་ བར་ འདོད་ དུ་ 48
ངེས་ པར་ འབྱུང་ བར་ འགྱུར་ རོ 96
ངེས་ པར་ འབྱུང་ བར་ རྗེས་ སུ་ 53
ངེས་ པར་ དཀར་ བ་ རྣམས་ ནི་ 44
ངེས་ པར་ དཀར་ བ་ རྣམས་ འབའ་ 44
ངེས་ པར་ དཀར་ བར་ འགྱུར་ རོ 44
ངེས་ པར་ གནག་ པ་ རྣམས་ དང་ 44
ངེས་ པར་ གནག་ པ་ རྣམས་ ནི་ 41
ངེས་ པར་ གནག་ པར་ འགྱུར་ རོ 44
ཆུ་ དང་ །_ མེ་ དང་ །_ 77
ཆུ་ སྲིན་ རྣམས་ ཀྱི་ གནས །_། 45
ཆུ་ སྲིན་ བྱིས་ པ་ གསོད་ ཀྱི་ 54
ཉོན་ ལ་ ཡིད་ ལ་ ཟུང་ ཤིག་ 316
ཉོན་ མོངས་ པའི་ སྒྲིབ་ པ་ དང་ 41
ཉོན་ མོངས་ པ་ དང་ །_ རྣམ་ 144
ཉོན་ མོངས་ པ་ དང་ །_ ཉེ་ 45
ཉོན་ མོངས་ པ་ དང་ བཅས་ པ་ 67
ཉོན་ མོངས་ པ་ དང་ བཅས་ པར་ 42
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ དང་ 76
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ ཀྱི་ 62
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ ཀྱིས་ 55
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ ལས་ 40
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ 592
ཉོན་ མོངས་ པ་ མེད་ པ་ དང་ 283
ཉོན་ མོངས་ པ་ མེད་ པ །_ 107
ཉོན་ མོངས་ པ་ མེད་ པའོ །_། 48
ཉོན་ མོངས་ པ་ མ་ མཆིས་ པ་ 52
ཉོན་ མོངས་ པ་ ཅན་ མ་ ཡིན་ 57
ཉོན་ མོངས་ པ་ འམ །_ རྣམ་ 44
ཉོན་ མོངས་ པ་ མྱེད་ པ་ དང་ 210
ཉོན་ མོངས་ པ་ མྱེད་ པ་ སྟེ 101
ཉོན་ མོངས་ པ་ མྱེད་ པའོ །_། 101
ཉོན་ མོངས་ པ་ མྱི་ མཐོང་ །_ 101
ཉོན་ ཅིག _། དགེ་ སློང་ དག་ 139
མོངས་ པ་ དང་ །_ རྣམ་ པར་ 144
མོངས་ པ་ དང་ །_ ཉེ་ བའི་ 45
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ 129
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ པས་ 81
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ནས 44
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ནས་ 129
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ་ 175
མོངས་ པ་ མེད་ པ་ དང་ །_ 254
མོངས་ པ་ མེད་ པ །_ དབང་ 40
མོངས་ པ་ འམ །_ རྣམ་ པར་ 44
མོངས་ པ་ མྱེད་ པ་ དང་ །_ 207
མོངས་ པ་ མྱེད་ པ་ སྟེ །_ 101
མོངས་ པ་ མྱི་ མཐོང་ །_ རྣམ་ 101
ཕམ་ པར་ འགྱུར་ བའི་ ལྟུང་ བ་ 93
ཕམ་ པར་ འགྱུར་ ལ །_ དངོས་ 52
ཕམ་ པར་ འགྱུར་ རོ །_། དེས་ 49
བྱེད་ རྒྱ་ ཆུང་ ངུར་ མྱི་ བྱེད་ 94
བྱེད་ པའི་ ཆོས་ གཉིས་ ཏེ །_ 142
བྱེད་ པའི་ ཡི་ གེ་ ལ་ ནི་ 56
བྱེད་ པའི་ ཕྱིར་ རོ །_། དེ་ 40
བྱེད་ པའི་ རླུང་ ལ་ སོ་ སོར་ 41
བྱེད་ པའི་ རྒྱུ་ རྐྱེན་ མི་ ལྡན་ 50
བྱེད་ པའི་ རྒྱུ་ རྐྱེན་ མྱི་ ལྡན་ 40
བྱེད་ པའི་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ 40
བྱེད་ པའི་ སྐབས་ དེ་ དགེ་ སློང་ 215
བྱེད་ པའི་ སྐབས་ དེ་ བཅོམ་ ལྡན་ 129
བྱེད་ དང་ །_ ཚངས་ རིས་ དང་ 52
བྱེད་ དང་ །_ རྣམ་ པར་ ཤེས་ 796
བྱེད་ དང་ རྣམ་ པར་ ཤེས་ པ་ 223
བྱེད་ དང་ ལྡན་ པའི་ རྫུ་ འཕྲུལ་ 47
བྱེད་ པ་ པོ་ དང་ །_ ཚོར་ 46
བྱེད་ པ་ པོ་ རྣམ་ པར་ དག་ 329
བྱེད་ པ་ པོ་ ཡོངས་ སུ་ དག་ 310
བྱེད་ པ་ དང་ །_ སངས་ རྒྱས་ 67
བྱེད་ པ་ དང་ །_ ཚུལ་ བཞིན་ 172
བྱེད་ པ་ དང་ །_ ཡང་ དག་ 52
བྱེད་ པ་ དང་ །_ དེ་ དག་ 61
བྱེད་ པ་ དང་ །_ དེ་ བཞིན་ 88
བྱེད་ པ་ དང་ །_ མངོན་ པར་ 131
བྱེད་ པ་ དང་ །_ བྱང་ ཆུབ་ 64
བྱེད་ པ་ དང་ །_ གཞན་ དག་ 58
བྱེད་ པ་ དང་ །_ སེམས་ ཅན་ 98
བྱེད་ པ་ དང་ །_ ཞོ་ ཤས་ 62
བྱེད་ པ་ དང་ རབ་ ཏུ་ འདོན་ 54
བྱེད་ པ་ མེད་ པ་ དང་ །_ 79
བྱེད་ པ་ གང་ ཡིན་ པ་ དེ་ 216
བྱེད་ པ་ འདི་ ལྟ་ སྟེ །_ 53
བྱེད་ པ་ ཡིན་ ཏེ །_ དེ་ 55
བྱེད་ པ་ ཡིན་ ནོ །_། རབ་ 41
བྱེད་ པ་ ཡིན་ ནོ །_། དེ་ 161
བྱེད་ པ་ ཡིན་ ན །_ དེས་ 103
བྱེད་ པ་ ཡིན་ ཞེ་ ན །_ 48
བྱེད་ པ་ ལས །_ དེའི་ འོག་ 164
བྱེད་ པ་ རང་ བཞིན་ མྱེད་ པར་ 89
བྱེད་ པ་ ཞེས་ བྱ་ བའི་ རླུང་ 42
བྱེད་ པ་ ཞེས་ བྱ་ བའི་ ཏིང་ 168
