༄༅ རྒྱ་ གར་ སྐད་ དུ །_ ཨཱརྱ་ 185
རྣམ་ པར་ ཤེས་ པའི་ འགྲིབ་ པ་ གང་ 42
རྣམ་ པར་ ཤེས་ པ་ དང་ །_ ལུས་ 107
རྣམ་ པར་ ཤེས་ པ་ དང་ །_ ཡིད་ 117
རྣམ་ པར་ ཤེས་ པ་ དང་ །_ མིང་ 78
རྣམ་ པར་ ཤེས་ པ་ དང་ །_ སྣའི་ 110
རྣམ་ པར་ ཤེས་ པ་ དང་ །_ ལྕེའི་ 105
རྣམ་ པར་ ཤེས་ པ་ ལ་ གནས་ པར་ 57
རྣམ་ པར་ ཤེས་ པ་ ལ་ རྣམ་ པར་ 65
རྣམ་ པར་ ཤེས་ པ་ ལ་ ཡོངས་ སུ་ 44
རྣམ་ པར་ ཤེས་ པ་ ལ་ མངོན་ པར་ 48
རྣམ་ པར་ ཤེས་ པ་ སྡུག་ བསྔལ་ ཞེས་ 40
རྣམ་ པར་ ཤེས་ པ་ མཐའ་ ཡས་ སོ་ 43
རྣམ་ པར་ ཤེས་ པ་ གང་ ཡིན་ པ་ 94
རྣམ་ པར་ ཤེས་ པ་ ནི་ རྣམ་ པར་ 63
རྣམ་ པར་ ཤེས་ པ་ ནི་ མ་ བཅིངས་ 53
རྣམ་ པར་ ཤེས་ པ་ རྣམ་ པར་ དག་ 1728
རྣམ་ པར་ ཤེས་ པ་ རང་ བཞིན་ གྱིས་ 51
རྣམ་ པར་ ཤེས་ པ་ ཞེས་ བྱའོ །_། 41
རྣམ་ པར་ ཤེས་ པ་ ཞེས་ བྱ་ བ་ 388
རྣམ་ པར་ ཤེས་ པ་ ཞེས་ བྱ་ བར་ 91
རྣམ་ པར་ ཤེས་ པ་ ཡང་ དག་ པར་ 58
རྣམ་ པར་ ཤེས་ པ་ ཡང་ གཞན་ ལ 52
རྣམ་ པར་ ཤེས་ པ་ མི་ རྟག་ ཅེས་ 43
རྣམ་ པར་ ཤེས་ པ་ ཡོངས་ སུ་ དག་ 426
རྣམ་ པར་ ཤེས་ པ་ ཡོངས་ སུ་ གཟུང་ 50
རྣམ་ པར་ ཤེས་ པ་ ཡོངས་ སུ་ མ་ 64
རྣམ་ པར་ ཤེས་ པ་ བདག་ ཅེས་ བྱ་ 61
རྣམ་ པར་ ཤེས་ པ་ རྟག་ ཅེས་ བྱ་ 82
རྣམ་ པར་ ཤེས་ པ་ བདེ་ ཞེས་ བྱ་ 52
རྣམ་ པར་ ཤེས་ པ་ མ་ ཡིན་ ནོ 96
རྣམ་ པར་ ཤེས་ པ་ མ་ ཡིན །_ 48
རྣམ་ པར་ ཤེས་ པ་ ཞི་ ཞེས་ བྱ་ 80
རྣམ་ པར་ ཤེས་ པ་ མངོན་ པར་ འདུ་ 60
རྣམ་ པར་ ཤེས་ པ་ ལས་ གུད་ ན་ 69
རྣམ་ པར་ ཤེས་ པ་ ངོ་ བོ་ ཉིད་ 64
རྣམ་ པར་ ཤེས་ པ་ དབེན་ ཞེས་ བྱ་ 49
རྣམ་ པར་ ཤེས་ པ་ མཚན་ མ་ མེད་ 47
རྣམ་ པར་ ཤེས་ པ་ མཚན་ མ་ ཡོད་ 51
རྣམ་ པར་ ཤེས་ པ་ སྟོང་ པ་ ཉིད་ 219
རྣམ་ པར་ ཤེས་ པ་ སྟོང་ ཞེས་ བྱ་ 94
རྣམ་ པར་ ཤེས་ པ་ བསམ་ གྱིས་ མྱི་ 46
རྣམ་ པར་ ཤེས་ པ་ སྨོན་ པ་ མེད་ 45
རྣམ་ པར་ ཤེས་ པ་ སྨོན་ པ་ ཡོད་ 49
རྣམ་ པར་ ཤེས་ པ་ མྱེད་ དོ །_། 43
རྣམ་ པར་ ཤེས་ པ་ མྱི་ འབྱུང་ བའི་ 103
རྣམ་ པར་ ཤེས་ པ །_ རྣམ་ པར་ 41
རྣམ་ པར་ ཤེས་ པས་ སྟོང་ སྟེ །_ 49
རྣམ་ པར་ ཤེས་ པས་ སྟོང་ ངོ་ །_། 47
རྣམ་ པར་ ཤེས་ པའོ །_། འདི་ ནི་ 52
རྣམ་ པར་ བྱང་ བ་ མེད་ པ་ དང་ 40
རྣམ་ པར་ བྱང་ བ་ མེད་ པ་ ལ་ 112
རྣམ་ པར་ བྱང་ བ་ སྟེ །_ གང་ 103
རྣམ་ པར་ བྱང་ བ་ མྱེད་ པའི་ ཕྱིར་ 105
རྣམ་ པར་ བྱང་ བ་ མྱེད་ པ་ ནི་ 105
རྣམ་ པར་ བྱང་ བ་ མྱི་ མཐོང་ །_ 96
རྣམ་ པར་ བྱང་ བར་ ཡང་ དག་ པར་ 49
རྣམ་ པར་ ལྟ་ བ་ ཞེས་ བྱ་ བའི་ 42
རྣམ་ པར་ སྤྱོད་ པའི་ བྱང་ ཆུབ་ སེམས་ 180
རྣམ་ པར་ རྟོག་ པ་ དང་ །_ རྣམ་ 61
རྣམ་ པར་ རྟོག་ པ་ མེད་ པ་ ཡིན་ 104
རྣམ་ པར་ རྟོག་ པ་ མེད་ དོ །_། 48
རྣམ་ པར་ རྟོག་ པ་ གང་ ཡང་ མ་ 115
རྣམ་ པར་ རྟོག་ པ་ གང་ ཡང་ མྱེད་ 107
རྣམ་ པར་ རྟོག་ པ་ མྱེད་ དོ །_། 72
རྣམ་ པར་ རྟོག་ པར་ མི་ འགྱུར་ རོ 288
རྣམ་ པར་ རྟོག་ པར་ མི་ འགྱུར །_ 214
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར་ བ་ 66
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར་ རོ 730
རྣམ་ པར་ རྟོག་ པར་ མྱི་ འགྱུར །_ 716
རྣམ་ པར་ འབྱེད་ པ་ ཡང་ དག་ བྱང་ 55
རྣམ་ པར་ འབྱེད་ པ །_ བམ་ པོ་ 112
རྣམ་ པར་ འཕེལ་ བར་ བྱེད་ པ་ མ་ 114
རྣམ་ པར་ འཕེལ་ བར་ འགྱུར་ གྱི །_ 53
རྣམ་ པར་ སྨད་ པ་ མཛད་ དོ །_། 120
རྣམ་ པར་ སྨད་ ནས་ དགེ་ སློང་ རྣམས་ 97
རྣམ་ པར་ ཡིད་ ལ་ བྱེད་ པ་ དེ་ 47
རྣམ་ པར་ བརྟགས་ པ །_ རྣམ་ པར་ 71
རྣམ་ པར་ གཞག་ པའི་ བྱིན་ གྱི་ རླབས་ 179
རྣམ་ པར་ གནོན་ པ་ དེ་ ལྟར་ སྤྱོད་ 42
རྣམ་ པར་ ཕྱེ་ བ་ ཡང་ ཐོས་ པར་ 48
རྣམ་ པར་ ཕྱེ་ སྟེ་ གསལ་ བ་ དང་ 71
རྣམ་ པར་ དཀྲུག་ པར་ མྱི་ བྱའོ །_། 52
རྣམ་ པར་ རྟོགས་ པར་ བྱེད་ དེ །_ 44
རྣམ་ པར་ སྨིན་ པ་ ནི་ གཅིག་ ཏུ་ 58
རྣམ་ པར་ སྨིན་ པ་ ཡང་ འདྲེན་ མར་ 45
རྣམ་ པར་ སྨིན་ པ་ ཡང་ གཅིག་ ཏུ་ 124
རྣམ་ པར་ སྨིན་ པ་ སྟེ །_ འདི་ 52
རྣམ་ པར་ སྨིན་ པ་ ཤེས་ པ་ དེ་ 46
རྣམ་ པར་ སྨིན་ པ་ ཤེས་ པ་ དེས་ 140
རྣམ་ པར་ སྨིན་ པ་ ཤེས་ པ་ དེ 65
རྣམ་ པར་ སྨིན་ པ་ ལས་ བྱུང་ བའི་ 118
རྣམ་ པར་ སྨིན་ པར་ མི་ འགྱུར་ ཏེ 67
རྣམ་ པར་ སྨིན་ པར་ མི་ འགྱུར །_ 122
རྣམ་ པར་ སྨིན་ པར་ འགྱུར་ ཏེ །_ 61
རྣམ་ པར་ སྨིན་ པར་ འགྱུར་ རོ །_། 103
རྣམ་ པར་ བསྐྱེད་ པ །_ ཡོངས་ སུ་ 64
རྣམ་ པར་ འཐོར་ བ་ དང་ །_ རྣམ་ 58
རྣམ་ པར་ བལྟས་ ཏེ །_ དེའི་ ཚེ་ 85
རྣམ་ པར་ འཕྲུལ་ པའི་ རྒྱལ་ པོ་ ཞེས་ 43
རྣམ་ པར་ འཕྲུལ་ པའི་ རྒྱལ་ པོ་ དེ་ 50
རྣམ་ པར་ འཁྲུག་ པར་ མྱི་ བྱེད་ དོ 312
རྣམ་ པར་ འཁྲུག་ པར་ མྱི་ བྱེད །_ 103
རྣམ་ པར་ བསྒོམ་ པ་ བསྒོམ་ པ་ ནི 224
རྣམ་ པར་ བསྒོམ་ པ་ བསྒོམ་ པ །_ 176
རྣམ་ པར་ བསྒོམ་ པའོ །_། རབ་ འབྱོར་ 124
རྣམ་ པར་ བསྒོམ་ པའོ །_། བཅོམ་ ལྡན་ 138
རྣམ་ པར་ མྱི་ བྱེད་ མངོན་ པར་ མྱི་ 99
རྣམ་ པར་ མྱི་ རྟོག་ པ་ ཡིན་ ནམ 99
རྣམ་ པར་ མྱི་ འཕེལ་ བ་ དང་ །_ 46
རྣམ་ ཐོས་ ཀྱི་ བུའི་ ནོར་ དང་ ལྡན་ 89
རྣམ་ ཐོས་ ཀྱི་ བུའི་ ནོར་ དང་ འགྲན་ 73
རྣམ་ ཤེས་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ དང་ 67
རྣམ་ ཤེས་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ ལ་ 81
རྣམ་ ཤེས་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ ཀྱི་ 105
རྣམ་ ཤེས་ མཐའ་ ཡས་ སྐྱེ་ མཆེད་ ལས་ 59
རྣམ་ གྲངས་ དུ་ མར་ ཆོས་ དང་ ལྡན་ 53
རྣམ་ གྲངས་ དུ་ མས་ རྣམ་ པར་ སྨད་ 117
རྣམ་ གྲངས་ དེས་ ན །_ གང་ འདི་ 110
རྣམ་ གྲངས་ དེས་ ན །_ བྱང་ ཆུབ་ 142
རྣམ་ གྲངས་ འདིའི་ མིང་ ཅི་ ལགས །_ 84
རྣམ་ གྲངས་ ལེའུ་ སྟོང་ ཕྲག་ བརྒྱ་ པ་ 95
འཁྲུལ་ པ་ མེད་ པར་ འགྱུར་ རོ །_། 41
རྐང་ པ་ དང་ །_ དབང་ པོ་ དང་ 214
རྐང་ པ་ ལ་ ཕྱག་ འཚལ་ བར་ འགྱུར་ 41
རྐང་ པ་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ 87
རྐང་ པ་ རྣམས་ དང་ །_ དབང་ པོ་ 177
རྐང་ པ་ རྣམ་ པར་ དག་ པས །_ 41
རྐང་ པ་ གཉིས་ ལ་ ཕྱག་ འཚལ་ ཏེ་ 49
རྐང་ པ་ གཉིས་ ལ་ སྤྱི་ བོས་ ཕྱག་ 95
རྐང་ པ་ གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ 97
རྐང་ པ་ བཞི་ དང་ །_ དབང་ པོ་ 175
གཉིས་ དང་ །_ ནུ་ མ་ སྣུན་ པའི་ 52
གཉིས་ དང་ །_ དཔེ་ བྱད་ བཟང་ པོ་ 106
གཉིས་ པ་ དང་ །_ གསུམ་ པ་ དང་ 85
གཉིས་ པ་ ལ་ ནི་ དུང་ ཕྱུར་ ཕྲག་ 59
གཉིས་ པ་ ལ་ སྤྱོད་ པ་ ཡང་ མ་ 56
གཉིས་ ལ་ སྤྱི་ བོས་ ཕྱག་ འཚལ་ ཏེ 103
གཉིས་ ལ་ སྤྱོད་ པ་ ཡང་ མ་ ཡིན 49
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ཏེ 98
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ནས་ 58
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ འཚལ་ ཏེ་ 277
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ བྱས་ ཏེ 44
གཉིས་ ལ་ མགོ་ བོས་ ཕྱག་ བྱས་ ཏེ་ 147
གཉིས་ ཏེ །_ གཉིས་ གང་ ཞེ་ ན 50
གཉིས་ ཀྱི་ འདུ་ ཤེས་ སུ་ མྱི་ འགྱུར་ 90
གཉིས་ སུ་ མེད་ པ་ མཉམ་ པ་ ཉིད་ 95
གཉིས་ སུ་ མེད་ དེ་ གཉིས་ སུ་ བྱར་ 414
གཉིས་ སུ་ མེད་ དེ་ གཉིས་ སུ་ དབྱེར་ 47
གཉིས་ སུ་ མེད་ ཅིང་ གཉིས་ སུ་ བྱར་ 67
གཉིས་ སུ་ མེད་ ཅིང་ གཉིས་ སུ་ དབྱེར་ 76
གཉིས་ སུ་ མ་ མཆིས་ པའི་ ཚུལ་ དང་ 119
གཉིས་ སུ་ མ་ མཆིས་ ཤིང་ ཉམ་ པ་ 103
གཉིས་ སུ་ མ་ མཆིས་ ཏེ་ གཉིས་ སུ་ 241
གཉིས་ སུ་ བྱར་ མེད་ སོ་ སོ་ མ་ 273
གཉིས་ སུ་ བྱར་ མེད་ དོ །_། མངོན་ 44
གཉིས་ སུ་ བྱར་ མྱེད་ སོ་ སོ་ མ་ 5263
གཉིས་ སུ་ བྱར་ མྱེད་ པ་ གང་ ཡིན་ 107
གཉིས་ སུ་ བྱར་ མྱེད་ པར་ སློབ་ པ་ 88
གཉིས་ སུ་ བྱར་ མྱེད་ དོ །_། ཚེ་ 105
གཉིས་ སུ་ བྱར་ མྱེད་ དོ །_། མངོན་ 87
གཉིས་ སུ་ བྱར་ མྱེད་ དོ །_། ཐེག་ 44
གཉིས་ སུ་ བགྱིར་ མ་ མཆིས་ སོ །_། 269
གཉིས་ སུ་ མྱེད་ པའི་ ཚུལ་ དང་ །_ 105
གཉིས་ སུ་ མྱེད་ པའི་ གྲངས་ སུ་ བྱས་ 206
གཉིས་ སུ་ མྱེད་ དེ་ གཉིས་ སུ་ བྱར་ 5703
གཉིས་ སུ་ མྱེད་ ཅིང་ གཉིས་ སུ་ བྱར་ 230
གཉིས་ སུ་ མྱི་ འགྱུར་ བ་ དེ་ ལྟར་ 125
གཉིས་ གང་ ཞེ་ ན །_ འདི་ ལྟ་ 102
གཉིས་ ནི་ གཉིས་ སུ་ མེད་ དེ་ གཉིས་ 80
གཉིས་ ནི་ གཉིས་ སུ་ མྱེད་ དེ་ གཉིས་ 51
གཉིས་ གཉིས་ ཡོད །_། མི་ ཚེ་ ལོ་ 76
གཉིས་ ཀྱིས་ ལེགས་ པར་ བརྒྱན་ པ །_ 58
གཉིས་ མ་ ལགས་ མང་ བ་ མ་ ལགས་ 254
གཉིས་ ཡོད །_། མི་ ཚེ་ ལོ་ གྲངས་ 78
གཉིས་ ལས་ གཞན་ དུ་ ཡང་ མྱི་ སྤྱོད་ 42
གཉིས་ ལན་ གསུམ་ དུ་ ཡང་ དག་ པར་ 60
གཉིས་ པའོ །།_།། དེ་ ནས་ བཅོམ་ ལྡན་ 49
གཉིས་ ཟ་ བས་ གཅོད་ དམ །_ གཅོད་ 50
གཉིས་ ཀ་ མེད་ པར་ ཡང་ མི་ དམིགས་ 71
གཉིས་ ཀ་ མེད་ པར་ ཡང་ མྱི་ དམྱིགས་ 40
གཉིས་ ཀ་ མྱེད་ པར་ ཡང་ མྱི་ དམྱིགས་ 105
གཞོན་ ནུ་ དང་ །_ བློན་ པོ་ དང་ 59
གཞོན་ ནུ་ འདི་ དག་ ནི་ བྱང་ ཆུབ་ 58
གཞོན་ ནུ་ མ་ ལེགས་ པར་ སྨྲས་ པ་ 61
གཞོན་ ནུ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ 53
གཞོན་ ནུ་ དོན་ ཐམས་ ཅད་ གྲུབ་ པ་ 72
གཞོན་ ནུར་ གྱུར་ པ་ དང་ །_ བྱང་ 49
གཞོན་ ནུར་ གྱུར་ པ་ ལ་ ཕྱག་ འཚལ་ 42
གཞོན་ ནུར་ གྱུར་ པ་ ལ་ འདི་ སྐད་ 297
གཞོན་ ནུར་ གྱུར་ པ་ ལ་ བཀའ་ སྩལ་ 115
གཞོན་ ནུར་ གྱུར་ པས་ འདི་ སྐད་ ཅེས་ 114
གཞོན་ ནུར་ གྱུར་ པས་ བཅོམ་ ལྡན་ འདས་ 57
གཞོན་ ནུར་ གྱུར་ པས་ བྱང་ ཆུབ་ སེམས་ 46
བས་ འདི་ སྐད་ ཅེས་ གསོལ་ ཏོ །_། 84
བས་ ན །_ དེའི་ ཕྱིར་ རིང་ དུ་ 68
བས་ ན་ འདི་ ལྟར་ བསླབ་ པར་ བྱ་ 49
བས་ ན་ དེ་ བཞིན་ གཤེགས་ པ་ ནི་ 75
བས་ ན་ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ 44
བས་ ན་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ 286
བས་ ན་ ལས་ གཅིག་ ཏུ་ ངེས་ པར་ 43
བས་ ན་ ལས་ གཅིག་ ཏུ་ གནག་ པ་ 75
བས་ ན་ རྗེས་ སུ་ གནང་ སྟེ །_ 42
བས་ ན་ ཕན་ ཡོན་ བཅུ་ ཡང་ དག་ 135
བས་ ན་ ངའི་ ཉན་ ཐོས་ རྣམས་ ཀྱིས་ 111
བས་ དེ་ དེ་ བཞིན་ དུ་ འཛིན་ ཏོ 94
བས་ ཡོངས་ སུ་ མྱི་ འཛིན །_ ཡོངས་ 89
བས་ ཀྱང་ རིགས་ ཀྱི་ བུ་ འམ་ རིགས་ 94
བས་ པར་ བགྱི་ བའི་ སླད་ དུ་ སློབ་ 99
བས་ མ་ ཡིན་ ནོ །_། རྣམ་ པར་ 70
བས་ མ་ ཡིན་ ནོ །_། ཚེ་ དང་ 141
བས་ མ་ ཡིན་ ནོ །_། ལུས་ ཀྱི་ 43
བས་ མ་ ཡིན་ ནོ །_། ཡིད་ ཀྱི་ 43
བས་ མ་ ཡིན་ ནོ །_། རྣ་ བའི་ 46
བས་ མ་ ཡིན་ གྱི །_ རྣམ་ པ་ 43
བས་ བྱང་ ཆུབ་ སེམས་ དཔའ་ གང་ དག་ 88
བས་ བྱ་ བ་ མ་ ཡིན་ ནོ་ ཞེས་ 101
བས་ གནང་ བར་ རིག་ ནས །_ བཅོམ་ 46
བས་ གསོལ་ པ །_ བཅོམ་ ལྡན་ འདས་ 59
བས་ གཅོད་ དམ །_ གཅོད་ དུ་ འཇུད་ 50
བས་ ཆེས་ བསོད་ ནམས་ མང་ དུ་ སྐྱེད་ 45
བས་ ཆེས་ བསོད་ ནམས་ གྲངས་ མེད་ པ་ 40
ཟབ་ མོ་ འདི་ བསྟན་ པའི་ ཚེ །_ 74
ཟབ་ མོ་ འདི་ འདྲི་ བ་ དང་ །_ 121
ཟབ་ པའི་ ཕྱིར་ ཆོས་ འདི་ ཟབ་ བོ 162
ཟབ་ པའི་ ཕྱིར །_ ཤེས་ རབ་ ཀྱི་ 187
ཟབ་ པ་ ཉིད་ གང་ ཡིན་ པ་ དེ་ 112
ཟབ་ པ་ མ་ ཡིན་ ཕྲ་ བ་ མ་ 243
ཟབ་ བོ །_། ཤ་ ར་ དྭ་ ཏིའི་ 111
ཟབ་ ཅེས་ བྱ་ བར་ མྱི་ སྤྱོད་ ན 101
འཁོར་ བ་ དང་ མྱ་ ངན་ ལས་ འདས་ 60
འཁོར་ བ་ རབ་ སྤངས་ ནས །_། སྡུག་ 50
འཁོར་ བ་ ལས་ སྒྲོལ་ ཞིང་ །_ གཞན་ 43
འཁོར་ བ་ ལས་ ཡོངས་ སུ་ ཐར་ བར་ 50
འཁོར་ བ་ ལས་ འགྲེལ་ པ་ དང་ །_ 66
འཁོར་ བ་ དཔག་ ཏུ་ མེད་ པ་ ནས 47
འཁོར་ དང་ །_ ཚངས་ ཆེན་ དང་ །_ 49
འཁོར་ དང་ །_ རྒྱལ་ པོའི་ ཕོ་ བྲང་ 130
འཁོར་ ལ་ བརྟགས་ ན །_ དེས་ ཐོས་ 65
འཁོར་ བའི་ འཁོར་ ལོ་ འདི་ ཉིད་ གཡོ་ 43
འཁོར་ གྱི་ མི་ རྣམས་ དང་ །_ ཚོང་ 99
འཁོར་ གྱི་ ནང་ དུ་ སེང་ གེའི་ སྒྲ་ 67
འཁོར་ རྣམས་ དང་ །_། དེ་ དག་ ཀྱང་ 41
འཁོར་ དེ་ དང་ །_ ལྷ་ དང་ །_ 55
འཁོར་ དེ་ ཉིད་ དུ་ འདུས་ པར་ གྱུར་ 91
འཁོར་ གྱིས་ ཞུས་ པ །_ བཙུན་ པ་ 122
འཁོར་ འདིར་ བསྡུ་ བར་ གསོལ །_ བཅོམ་ 87
འཁོར་ ལོ་ འདི་ ཉིད་ གཡོ་ ཞིང་ མི་ 43
འཁོར་ ལོ་ རིན་ པོ་ ཆེ་ དང་ །_ 42
འཁོར་ ལོས་ སྒྱུར་ བའི་ རྒྱལ་ པོར་ གྱུར་ 69
འཁོར་ ལོས་ སྒྱུར་ བའི་ རྒྱལ་ པོར་ འགྱུར་ 108
འཁོར་ ལོས་ སྒྱུར་ བའི་ རྒྱལ་ པོར་ ལུང་ 69
འཁོར་ ལོས་ སྒྱུར་ བར་ འགྱུར་ རོ །_། 53
ལས །_། རྡོ་ རྗེ་ སེམས་ དཔའ་ བདེ་ 44
ལས །_ དེའི་ འོག་ ཏུ་ དགེ་ སློང་ 164
སྒྲོལ་ བ་ འདི་ ནི་ ལམ་ གྱི་ ཡན་ 49
སྒྲོལ་ ཞིང་ །_ གཞན་ ཡང་ སྒྲོལ་ བ་ 43
ཐབས་ ལ་ མཁས་ པ་ ཡིན་ ནོ །_། 62
ཐབས་ ཀྱི་ ཞགས་ པ་ པདྨོ་ ཕྲེང་ ལས་ 40
ཐབས་ མཁས་ པས །_ བླ་ ན་ མྱེད་ 43
ཐབས་ ཅིག་ ཏུ་ བཞུགས་ སོ །_། དེ་ 61
ཐབས་ ཅིག་ ཏུ་ བཞུགས་ ཏེ །_ དེ་ 92
ཐབས་ ཅིག་ ཏུ་ བཞུགས་ ཏེ །_ དེའི་ 40
ཐབས་ བགོས་ ལྷུང་ བཟེད་ དང་ ཆོས་ གོས་ 93
ཐབས་ མཉམ་ པ་ བརྙེས་ པར་ གྱུར་ ནས 45
ཐབས་ ཟླར་ བབ་ པ་ ལས་ ཆུང་ མ་ 47
ཐབས་ མྱི་ མཁས་ པས་ བདག་ ཏུ་ བགྱི་ 91
བཟང་ པོ་ རྒྱས་ པ་ མཆོག་ དང་ ལྡན་ 55
བཟང་ པོ་ འདི་ ཉིད་ ལ་ སྐྱེ་ དགུའི་ 114
བཟང་ པོ་ བརྒྱད་ ཅུས་ མཛེས་ པར་ བྱས་ 46
བཟང་ པོ །_ མ་ འདྲེས་ པ །_ 51
བཟང་ པོ །_ ཚིག་ འབྲུ་ བཟང་ པོ 52
བཟང་ བ །_ བལྟ་ ན་ སྡུག་ པ 68
བཟང་ བ །_ མཛེས་ པ །_ བལྟ་ 70
བཟང་ ཞིང་ བལྟ་ ན་ སྡུག་ ལ་ མཛེས་ 184
ངེས་ པའི་ ཚིག་ སོ་ སོ་ ཡང་ དག་ 62
ངེས་ པར་ འབྱུང་ བར་ ཡང་ འགྱུར་ རོ 56
ངེས་ པར་ འབྱུང་ བར་ མི་ འགྱུར་ བ་ 45
ངེས་ པར་ འབྱུང་ བར་ འདོད་ པ་ གང་ 40
ངེས་ པར་ འབྱུང་ བར་ འདོད་ དུ་ ཟད་ 48
ངེས་ པར་ འབྱུང་ བར་ འགྱུར་ རོ །_། 94
ངེས་ པར་ འབྱུང་ བར་ རྗེས་ སུ་ ལྟ་ 46
ངེས་ པར་ དཀར་ བ་ རྣམས་ ནི་ རྣམ་ 44
ངེས་ པར་ དཀར་ བ་ རྣམས་ འབའ་ ཞིག་ 44
ངེས་ པར་ དཀར་ བར་ འགྱུར་ རོ །_། 44
ངེས་ པར་ གནག་ པ་ རྣམས་ ནི་ རྣམ་ 41
ངེས་ པར་ གནག་ པར་ འགྱུར་ རོ །_། 42
ཆུ་ དང་ །_ མེ་ དང་ །_ རླུང་ 68
ཆུ་ སྲིན་ རྣམས་ ཀྱི་ གནས །_། དུས་ 45
ཆུ་ སྲིན་ བྱིས་ པ་ གསོད་ ཀྱི་ རི་ 44
ཉོན་ ལ་ ཡིད་ ལ་ ཟུང་ ཤིག་ དང་ 304
ཉོན་ མོངས་ པ་ དང་ །_ རྣམ་ པར་ 144
ཉོན་ མོངས་ པ་ དང་ །_ ཉེ་ བའི་ 45
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ 129
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ པས་ 81
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ནས 44
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ནས་ 129
ཉོན་ མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ་ 175
ཉོན་ མོངས་ པ་ མེད་ པ་ དང་ །_ 254
ཉོན་ མོངས་ པ་ མེད་ པ །_ དབང་ 40
ཉོན་ མོངས་ པ་ འམ །_ རྣམ་ པར་ 44
ཉོན་ མོངས་ པ་ མྱེད་ པ་ དང་ །_ 207
ཉོན་ མོངས་ པ་ མྱེད་ པ་ སྟེ །_ 101
ཉོན་ མོངས་ པ་ མྱི་ མཐོང་ །_ རྣམ་ 101
ཉོན་ ཅིག _། དགེ་ སློང་ དག་ སྔོན་ 138
མོངས་ པ་ དང་ །_ རྣམ་ པར་ བྱང་ 138
མོངས་ པ་ དང་ །_ ཉེ་ བའི་ ཉོན་ 45
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ །_ 129
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ པས་ དགྲ་ 75
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ནས །_ 44
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ནས་ དགྲ་ 128
མོངས་ པ་ ཐམས་ ཅད་ སྤངས་ ཏེ་ དགྲ་ 174
མོངས་ པ་ མེད་ པ་ དང་ །_ རྣམ་ 210
མོངས་ པ་ འམ །_ རྣམ་ པར་ བྱང་ 43
མོངས་ པ་ མྱེད་ པ་ དང་ །_ རྣམ་ 207
མོངས་ པ་ མྱེད་ པ་ སྟེ །_ གང་ 101
མོངས་ པ་ མྱི་ མཐོང་ །_ རྣམ་ པར་ 101
ཕམ་ པར་ འགྱུར་ བའི་ ལྟུང་ བ་ འབྱིན་ 65
ཕམ་ པར་ འགྱུར་ ལ །_ དངོས་ པོ་ 52
ཕམ་ པར་ འགྱུར་ རོ །_། དེས་ དེའི་ 48
བྱེད་ རྒྱ་ ཆུང་ ངུར་ མྱི་ བྱེད་ དོ 94
བྱེད་ པའི་ ཡི་ གེ་ ལ་ ནི་ མིང་ 56
བྱེད་ པའི་ རླུང་ ལ་ སོ་ སོར་ བརྟགས་ 41
བྱེད་ པའི་ རྒྱུ་ རྐྱེན་ མི་ ལྡན་ པ་ 50
བྱེད་ པའི་ རྒྱུ་ རྐྱེན་ མྱི་ ལྡན་ པ་ 40
བྱེད་ པའི་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ པ་ 40
བྱེད་ པའི་ སྐབས་ དེ་ དགེ་ སློང་ རྣམས་ 154
བྱེད་ པའི་ སྐབས་ དེ་ དགེ་ སློང་ མ་ 47
བྱེད་ པའི་ སྐབས་ དེ་ བཅོམ་ ལྡན་ འདས་ 129
བྱེད་ དང་ །_ ཚངས་ རིས་ དང་ །_ 52
བྱེད་ དང་ །_ རྣམ་ པར་ ཤེས་ པའི་ 113
བྱེད་ དང་ །_ རྣམ་ པར་ ཤེས་ པ་ 652
བྱེད་ དང་ རྣམ་ པར་ ཤེས་ པ་ དང་ 51
